;kappa1;kappa2;gauss_curvature;mean_curvature;shape_index;curvedness;triangleAreas
0;-0.254223188369;-0.459477804163;0.116809912359;-0.356850496266;-0.821724377462;0.371314746558;0.118229222379
1;-0.225035999154;-0.450058971721;0.101279470379;-0.337547485437;-0.795174605832;0.355804917716;0.152867615364
2;-0.4943805052;-0.526951449362;0.260514523751;-0.510665977281;-0.979704657347;0.51092558847;0.113266758835
3;-0.438714369264;-0.492021166814;0.215856755864;-0.465367768039;-0.963578131464;0.466130414365;0.123039084699
4;-0.48710928278;-0.502996966407;0.245014491547;-0.495053124594;-0.989785393677;0.495116855694;0.126878795078
5;-0.473823247869;-0.486645427028;0.230583916795;-0.480234337449;-0.991501682341;0.480277129306;0.133335093911
6;-0.36833608782;-0.483924726184;0.178246940442;-0.426130407002;-0.914181507873;0.430031751271;0.113134624674
7;-0.471725653667;-0.535365536823;0.252545657809;-0.503545595245;-0.959824284276;0.504549972919;0.130221918733
8;-0.266879520666;-0.400434061051;0.106867650272;-0.333656790859;-0.874249854606;0.340273504552;0.1241868095
9;-0.290386863025;-0.432417631568;0.125568399548;-0.361402247296;-0.876478255749;0.368313411586;0.1248259533
10;-0.372762330627;-0.484786973868;0.180710322236;-0.428774652247;-0.917304429759;0.432417717702;0.121786733532
11;-0.337177991047;-0.463450734348;0.156265387557;-0.400314362698;-0.900414563702;0.40526261906;0.119713824678
12;-0.332763820616;-0.455735473792;0.151652277449;-0.394249647204;-0.90150836287;0.399015402199;0.126004074994
13;-0.331463531006;-0.46449572368;0.153963392708;-0.397979627343;-0.894573372343;0.40349990688;0.140981475986
14;-0.312446454029;-0.451582524735;0.141095358555;-0.382014489382;-0.885322888179;0.388297285132;0.138424782244
15;-0.448328372646;-0.521527883936;0.233815747495;-0.484928128291;-0.952042302865;0.486307342862;0.131211862038
16;-0.352465436524;-0.487860008699;0.171953790929;-0.420162722612;-0.898300841378;0.425581526874;0.120983523834
17;-0.335714594064;-0.481109465105;0.161515468778;-0.408412029585;-0.88785608168;0.414831656266;0.109483415394
18;-0.480069879843;-0.496171558194;0.238197020323;-0.488120719018;-0.989500837558;0.488187107927;0.114815889102
19;-0.438670180298;-0.496092632722;0.217621044641;-0.46738140651;-0.960941547414;0.468262441011;0.120591220319
20;-0.364720634513;-0.455934715883;0.166288798873;-0.410327675198;-0.929530318918;0.41285445764;0.139046657545
21;-0.362611148314;-0.463372156016;0.16802390959;-0.412991652165;-0.922721118758;0.416053241697;0.124365755834
22;-0.362989901806;-0.47501846737;0.172426906827;-0.419004184588;-0.915395551723;0.422731719389;0.14608488143
23;-0.387221576348;-0.475208891535;0.184011136075;-0.431215233942;-0.935274404704;0.433453596007;0.130919944517
24;-0.440214334778;-0.507293713089;0.223317964444;-0.473754023933;-0.95500520762;0.474939770857;0.135767936406
25;-0.456766868342;-0.48540753847;0.221718081217;-0.471087203406;-0.980653684035;0.471304811358;0.166257852471
26;-0.459000144552;-0.52955116783;0.243064062581;-0.494275656191;-0.954642563668;0.49553283042;0.123276118399
27;-0.393773231146;-0.527535606369;0.207729400264;-0.460654418757;-0.9082122283;0.465484249763;0.136819775091
28;-0.457713572111;-0.530820987749;0.242963970454;-0.49426727993;-0.953004119359;0.495617107821;0.123214902455
29;-0.485559911529;-0.529245346347;0.256980323549;-0.507402628938;-0.972611640302;0.507872555034;0.118112370333
30;-0.479026446873;-0.514700566312;0.246555183484;-0.496863506592;-0.977155596308;0.497183572619;0.120083283749
31;-0.323171450452;-0.449249289786;0.145184544595;-0.386210370119;-0.896996515278;0.39132129431;0.164319751965
32;-0.371933046895;-0.477856941527;0.177730788242;-0.424894994211;-0.921054340771;0.428183049605;0.118769051012
33;-0.484246043809;-0.531591476979;0.25742106965;-0.507918760394;-0.970350334424;0.508470121709;0.113661998817
34;-0.27285350723;-0.420850989946;0.114830668628;-0.346852248588;-0.866187298439;0.354657998744;0.130454104632
35;-0.246640079223;-0.393570087766;0.0970701576265;-0.320105083495;-0.85638106766;0.32842711723;0.122749055269
36;-0.166462652417;-0.397270644032;0.066130725133;-0.281866648225;-0.752605012265;0.304576574328;0.123194641637
37;-0.147573455029;-0.374103624724;0.0552077644393;-0.260838539876;-0.739198363234;0.284368991507;0.124717737368
38;-0.414739838475;-0.527690188417;0.218854143509;-0.471215013446;-0.924063249296;0.47458722516;0.129378540883
39;-0.383721611196;-0.521917953638;0.200271198082;-0.452819782417;-0.90359847056;0.458061472528;0.111596603992
40;-0.328825019952;-0.491028380922;0.161462417153;-0.409926700437;-0.875654178144;0.417872447415;0.13192165559
41;-0.389544035424;-0.505325098049;0.196846377895;-0.447434566737;-0.918087126661;0.451164055668;0.149980892016
42;-0.402481780159;-0.496832604718;0.199966071188;-0.449657192439;-0.93345301133;0.452125104629;0.123333113682
43;-0.416172732618;-0.515366103394;0.214481319548;-0.465769418006;-0.932465083008;0.468402585338;0.126567291043
44;-0.41043910932;-0.52762262216;0.216556959096;-0.46903086574;-0.920882736014;0.47267636596;0.136253771165
45;-0.389141057055;-0.530424831857;0.206410079757;-0.459782944456;-0.902947499813;0.465178065119;0.145010884696
46;-0.183253892454;-0.422275425272;0.0773836153688;-0.302764658863;-0.760658731944;0.325498482246;0.12439902317
47;-0.286525910626;-0.464156867465;0.132992969123;-0.375341389045;-0.852080013774;0.385706296989;0.108316465417
48;-0.420478768293;-0.515417889452;0.216722279313;-0.467948328872;-0.935640251403;0.470349867307;0.133442295448
49;-0.407711679009;-0.513753631285;0.209463355608;-0.460732655147;-0.92705885245;0.463773439763;0.136299606174
50;-0.461947082814;-0.536536099119;0.247851285812;-0.499241590966;-0.952531190029;0.500632646248;0.120423914674
51;-0.497103285904;-0.498020599554;0.247567676486;-0.497561942729;-0.999413158652;0.497562154126;0.131734546479
52;-0.451334267254;-0.526439091372;0.237600001558;-0.488886679313;-0.951195731737;0.490326798025;0.133030866723
53;-0.285173843321;-0.41875322028;0.11941746523;-0.3519635318;-0.880612603356;0.358244595499;0.119463143786
54;-0.405652096599;-0.482655322253;0.195790143407;-0.444153709426;-0.94495201017;0.445819348826;0.127597431885
55;-0.478156652066;-0.518176361152;0.247769474029;-0.498166506609;-0.974442631742;0.498568212571;0.163323059804
56;-0.331281206289;-0.480180608172;0.159074811112;-0.405730907231;-0.884468511807;0.412504941852;0.115742271641
57;-0.345648566236;-0.486488364565;0.168154005702;-0.4160684654;-0.893263144403;0.421985698927;0.131171674263
58;-0.433391627781;-0.501470297104;0.217333028346;-0.467430962443;-0.953721660268;0.46866873264;0.123573717725
59;-0.295117828722;-0.438477792467;0.129402614056;-0.366797810595;-0.877139521117;0.373736074869;0.125925150346
60;-0.394686269414;-0.501168944258;0.197804500955;-0.447927606836;-0.924683796777;0.451080681227;0.122251881216
61;-0.413747268708;-0.497121410078;0.205682625636;-0.455434339393;-0.94189048649;0.457338222064;0.118852983044
62;-0.404148414631;-0.47257161722;0.190989069899;-0.438360015925;-0.950415817823;0.439693003384;0.121991592959
63;-0.436731880527;-0.462827048994;0.202131327466;-0.449779464761;-0.98153757127;0.449968672659;0.139160130495
64;-0.41400907201;-0.532795621213;0.220582220709;-0.473402346611;-0.920544542006;0.477113553408;0.130854611342
65;-0.454619640892;-0.514948223723;0.234105576547;-0.484783932308;-0.960439160306;0.485721469054;0.121411837623
66;-0.414311901861;-0.51339768445;0.212706771055;-0.463854793155;-0.932261419142;0.466493051621;0.121319359819
67;-0.399400603578;-0.497700533627;0.198781893532;-0.448550568602;-0.930519528916;0.451235339546;0.122217344135
68;-0.397013693913;-0.502909104579;0.199661801311;-0.449961399246;-0.925430809186;0.453065911663;0.124367235131
69;-0.390140049793;-0.511760044193;0.199658089124;-0.450950046993;-0.914667443156;0.455031647957;0.119453706581
70;-0.39634830112;-0.506666169625;0.200816275565;-0.451507235372;-0.922610049928;0.454864036412;0.123878246444
71;-0.469989580107;-0.50227661119;0.236064773591;-0.486133095648;-0.978866886568;0.48640106885;0.118920390523
72;-0.263669939419;-0.395366221215;0.104246187596;-0.329518080317;-0.874437141264;0.336032949151;0.121304389942
73;-0.461187635629;-0.510184162031;0.235290627422;-0.48568589883;-0.967915741087;0.486303359254;0.132300552032
74;-0.307550434505;-0.472666228445;0.145368703934;-0.390108331475;-0.867232281008;0.398748437788;0.114366619864
75;-0.453899747741;-0.516776085707;0.234564534941;-0.485337916724;-0.958819954048;0.486355067702;0.124926099537
76;-0.425737937921;-0.503340965868;0.21429134488;-0.464539451895;-0.946948307216;0.466157119277;0.12189373449
77;-0.392167695142;-0.479340876531;0.187982006736;-0.435754285836;-0.936532819237;0.437928748215;0.154148468407
78;-0.479977207176;-0.530143094616;0.254456601957;-0.505060150896;-0.968409329073;0.505682617942;0.119545975681
79;-0.48528319335;-0.535652333951;0.259943075145;-0.510467763651;-0.968617007657;0.511088642319;0.123932648261
80;-0.24164041644;-0.446038078952;0.107780827146;-0.343839247696;-0.816072769392;0.35870604869;0.178055277554
81;-0.479043890872;-0.514497430317;0.246466850863;-0.496770660595;-0.977292487956;0.497086841098;0.120761653021
82;-0.409421122743;-0.501144574271;0.205179174255;-0.455282848507;-0.936087366224;0.457586898889;0.11917567163
83;-0.444787336167;-0.521024150863;0.231744944141;-0.482905743515;-0.949852080216;0.484407855116;0.12395875025
84;-0.486068396314;-0.530946427566;0.258076278575;-0.50850741194;-0.971925955347;0.509002256792;0.118366469646
85;-0.289800515005;-0.455484926623;0.131999766312;-0.372642720814;-0.86073777093;0.381740001099;0.122040485896
86;-0.293261614255;-0.504425777011;0.147928717638;-0.398843695633;-0.83525266872;0.412581954834;0.124716716961
87;-0.31323300598;-0.500635184116;0.15681546362;-0.406934095048;-0.855922538089;0.417582628716;0.184334676621
88;-0.229520544964;-0.376079898749;0.0863180633108;-0.302800221856;-0.848840042061;0.3115411456;0.125130329107
89;-0.231390434297;-0.417177612815;0.0965309090083;-0.324284023556;-0.822391587078;0.337326765702;0.127725177771
90;-0.289833794633;-0.500714677352;0.145124034965;-0.395274235992;-0.834044274078;0.409095842454;0.134726290912
91;-0.267842944095;-0.492381909193;0.131881020177;-0.380112426644;-0.817167112001;0.396345674381;0.113157325963
92;-0.298826372659;-0.488430614493;0.145955948825;-0.393628493576;-0.849540898526;0.404883727859;0.123850575333
93;-0.22001677107;-0.364174600816;0.0801245197772;-0.292095685943;-0.845981688064;0.300857540567;0.137040702765
94;-0.237067140312;-0.339998434749;0.0806024566365;-0.28853278753;-0.887627808029;0.293086817042;0.116470536193
95;-0.270421958633;-0.472823072517;0.127861741357;-0.371622515575;-0.830739533908;0.385155613756;0.117770991066
96;-0.257491737191;-0.458245272131;0.11799437118;-0.357868504661;-0.825910951168;0.371679111702;0.123794425739
97;-0.264276666337;-0.480402924668;0.12695928343;-0.372339795502;-0.820175944188;0.387704221282;0.118018349079
98;-0.220025370886;-0.304845758832;0.0670738011499;-0.262435564859;-0.898002570912;0.265840272073;0.120292619227
99;-0.314819619994;-0.48077463507;0.151357287915;-0.397797127532;-0.869083099157;0.406359227076;0.116922263819
100;-0.282335500478;-0.475339258889;0.134205147555;-0.378837379683;-0.841209827463;0.390935254148;0.132122318084
101;-0.278717781279;-0.499107295557;0.139110078038;-0.388912538418;-0.824226827617;0.404222521688;0.11065730273
102;-0.287420325065;-0.499277006685;0.143502359559;-0.393348665875;-0.832531946064;0.407362229879;0.117879686091
103;-0.309946545208;-0.507796012881;0.157389619863;-0.408871279044;-0.84887659026;0.420668308519;0.122121724657
104;-0.324806694433;-0.500562155868;0.162585939206;-0.41268442515;-0.866432085817;0.421937116544;0.125269879432
105;-0.245305871313;-0.426261855712;0.104564535923;-0.335783863513;-0.832440406158;0.347760075437;0.161030883184
106;-0.240149610952;-0.445786770174;0.107055519425;-0.342968190563;-0.814575252195;0.358048655983;0.143959141373
107;-0.299686608256;-0.480131802826;0.143889071505;-0.389909205541;-0.855237873526;0.400211576078;0.116862106857
108;-0.272519907522;-0.453659522233;0.123631251046;-0.363089714878;-0.844376149403;0.374215220234;0.123041971252
109;-0.228138433661;-0.39587285861;0.090313813892;-0.312005646135;-0.832827902664;0.323080845221;0.131430131879
110;-0.325273781387;-0.515649389675;0.16772722685;-0.420461585531;-0.858265551053;0.43110168518;0.126083271362
111;-0.355389382909;-0.511822105339;0.181896142176;-0.433605744124;-0.886384570294;0.440603836228;0.120261527718
112;-0.293764018347;-0.454181947421;0.133422313935;-0.373972982884;-0.865496797175;0.382477803172;0.119024002414
113;-0.346821734419;-0.45042365417;0.156216712963;-0.398622694295;-0.917732371585;0.401974367156;0.123419648984
114;-0.26744685422;-0.506361147963;0.135424696122;-0.386904001092;-0.80935394279;0.404925568468;0.11994989465
115;-0.254992012253;-0.507270841089;0.129350012527;-0.381131426671;-0.796527784916;0.401462720892;0.126451763718
116;-0.262280893159;-0.50537385132;0.132549905103;-0.383827372239;-0.804762066024;0.402612714972;0.122661752754
117;-0.303654894945;-0.365065664006;0.110853975852;-0.334360279475;-0.94170066899;0.335767206752;0.115529612985
118;-0.321307236856;-0.40593995211;0.130431444342;-0.363623594483;-0.926245721625;0.366077577281;0.165848410293
119;-0.323289189355;-0.505710472679;0.163490728761;-0.414499831017;-0.862109500578;0.42441664796;0.12478783609
120;-0.271371701009;-0.516208765718;0.140084450829;-0.393790233363;-0.808121892377;0.41237973393;0.123431048183
121;-0.244051796509;-0.494141182273;0.120596043263;-0.369096489391;-0.792048261515;0.389702955723;0.121637945512
122;-0.260309044506;-0.510881497455;0.132987074458;-0.385595270981;-0.800001899304;0.405438468262;0.123922405601
123;-0.267435576295;-0.5060968927;0.135348314161;-0.386766234498;-0.809480111196;0.404756625807;0.117696114344
124;-0.248155728377;-0.46305363476;0.114909412012;-0.355604681569;-0.813192948974;0.371483468132;0.129149465499
125;-0.293311956502;-0.493751745742;0.14482329057;-0.393531851122;-0.84124800673;0.406092778962;0.120010961427
126;-0.376565757444;-0.493131278118;0.185696353264;-0.434848517781;-0.915179329259;0.438736952591;0.123227998105
127;-0.37482617439;-0.461552124429;0.173001817081;-0.41818914941;-0.934222537684;0.420431340752;0.131393924766
128;-0.185035587728;-0.318293998492;0.0588957170813;-0.25166479311;-0.835232837829;0.260335589386;0.12230066633
129;-0.195493968002;-0.377491365082;0.0737972848464;-0.286492666542;-0.804206495813;0.300597423672;0.12649961983
130;-0.203531099246;-0.354816483762;0.0722161889706;-0.279173791504;-0.831551095708;0.289240078058;0.125960860743
131;-0.247036364229;-0.441060038366;0.108957868285;-0.344048201297;-0.825033923149;0.357463930135;0.124392042375
132;-0.296902065683;-0.515247568398;0.152978067396;-0.406074817041;-0.832799074585;0.420494288515;0.117344037109
133;-0.351102230802;-0.502196039835;0.176322149886;-0.426649135318;-0.888429984178;0.433286071147;0.118883722821
134;-0.264446780447;-0.436159176415;0.115340889966;-0.350302978431;-0.846986297239;0.360670851928;0.129091243173
135;-0.283224874245;-0.462188774079;0.130903357416;-0.372706824162;-0.849995222687;0.38329805131;0.128373309774
136;-0.223859041187;-0.346658654168;0.0776026739411;-0.285258847677;-0.865031602065;0.29179195742;0.116819123224
137;-0.229349601002;-0.372280706854;0.0853824315775;-0.300815153928;-0.851509148578;0.309187778037;0.147971948367
138;-0.210905293908;-0.411524168146;0.0867926256333;-0.311214731027;-0.801500519428;0.326981026947;0.135281391943
139;-0.251289665102;-0.441525493914;0.1109507935;-0.346407579508;-0.829399114042;0.359229214822;0.175853761705
