;kappa1;kappa2;gauss_curvature;mean_curvature;shape_index;curvedness;triangleAreas
0;-0.2086796218;-0.311148110131;0.064930269946;-0.259913865966;-0.876097949105;0.264915393091;0.120930796341
1;-0.216018461557;-0.361755292343;0.078145821712;-0.28888687695;-0.842701154373;0.297935284308;0.121917904234
2;-0.21590250836;-0.390949133526;0.0844068985693;-0.303425820943;-0.821219672456;0.315796705272;0.11579999333
3;-0.208863930649;-0.32404655302;0.067681636777;-0.266455241834;-0.864486332179;0.272608061189;0.122442328528
4;-0.218312773498;-0.329558856699;0.0719469080369;-0.273935815099;-0.872467337968;0.279525944325;0.124676989766
5;-0.155473399376;-0.294600843254;0.0458025945596;-0.225037121315;-0.80913908402;0.235543663425;0.127370430898
6;-0.374203889232;-0.519219092423;0.194293803748;-0.446711490827;-0.897560975811;0.452557740323;0.121470087826
7;-0.163260753023;-0.318033800056;0.0519224376839;-0.240647276539;-0.801926958464;0.252784069371;0.123573155384
8;-0.153150907039;-0.318555166434;0.0487870126814;-0.235853036737;-0.785296953252;0.249932585299;0.122684977428
9;-0.199156895392;-0.390377450855;0.0777463611432;-0.294767173123;-0.80032312838;0.309885481362;0.127972309042
10;-0.173541497482;-0.351701232873;0.061034758619;-0.262621365177;-0.79181464436;0.277317875869;0.125862259772
11;-0.436635473493;-0.456219503835;0.199201619074;-0.446427488664;-0.986038514187;0.446534865599;0.114750456679
12;-0.373472961762;-0.40127107366;0.14986389635;-0.387372017711;-0.977167634197;0.387621289227;0.117390436151
13;-0.151000606241;-0.251554953844;0.0379849505334;-0.201277780042;-0.844167580048;0.20746213858;0.123426338428
14;-0.120057791714;-0.236971652968;0.0284502933542;-0.178514722341;-0.798536706523;0.18784227115;0.122296513576
15;-0.12762431494;-0.249935624355;0.0318978628373;-0.188779969647;-0.800557366706;0.198438632939;0.121569073749
16;-0.210252569128;-0.37497440015;0.078839330989;-0.292613484639;-0.825331817321;0.303983505797;0.116569362275
17;-0.157068227392;-0.243953506425;0.0383173448202;-0.200510866908;-0.864169493625;0.205163034381;0.124561939613
18;-0.143454684429;-0.255662507374;0.0366759843156;-0.199558595901;-0.825524453303;0.207295156916;0.125264173539
19;-0.127450629788;-0.25027758065;0.0318980352758;-0.188864105219;-0.799854249789;0.19859825076;0.122576731497
20;-0.201207788843;-0.347307512876;0.0698809767144;-0.27425765086;-0.834280694508;0.28381955781;0.122705632005
